titles,authors,result,percent,images
"Anunciação, circa 1600",El Greco,woman,0.636260449886322,https://assets.masp.org.br/uploads/collection/Zm1dJviLS7aPJx0YIirrPVR208i8GFKo.jpg
"Êxtase de são Francisco com os estigmas, 1600",El Greco,man,0.5312765836715698,https://assets.masp.org.br/uploads/collection/oD8h1NmKSfJEy5e5bjBHktLurxvqBvBg.jpg
"Aparição da Virgem com o Menino a santo Ubaldo, bispo de Gubbio, que indica ao fundo a cidade de Pesaro, 1620","Jacopo Palma, o Jovem",man,0.374907910823822,https://assets.masp.org.br/uploads/collection/6nMfn7uatJggkGqeMCOvoFMbHcuFDhVu.jpg
"Retrato da marquesa Lomellini, com os filhos em oração, circa 1623",Anthony van Dyck,woman,0.7038695812225342,https://assets.masp.org.br/uploads/collection/W1MYSj3bftPjhzTAOTfUOaimo72Kjoiw.jpg
"Retrato do conde-duque de Olivares, 1624",Diego Velázquez,man,0.5007514953613281,https://assets.masp.org.br/uploads/collection/WaYTrEfITjc4oBsU734bgxXJlAsXR4Zj.jpg
"Aparição do Menino Jesus a santo Antônio de Pádua [?], 1627-30",Francisco de Zurbarán,woman,0.46420907974243164,https://assets.masp.org.br/uploads/collection/dVp5oX81VVcZU4aGYgEMpx1HePV6vBNi.jpg
"Oficial sentado, 1631",Frans Hals,man,0.5270631313323975,https://assets.masp.org.br/uploads/collection/l7UJ9OpSTl2lTIycqw0PfqsS1eyt7DPK.jpg
"Himeneus travestido assistindo a uma dança em honra a Príapo, 1634-38",Nicolas Poussin,woman,0.32279402017593384,https://assets.masp.org.br/uploads/collection/fNK0NFDtBmiVJXbAbAtAwVBcB3pCoOzK.jpg
"Retrato de jovem com corrente de ouro (autorretrato com corrente de ouro), circa 1635",Rembrandt e Ateliê,man,0.5618799328804016,https://assets.masp.org.br/uploads/collection/otJgk8y1K9gMYrpPdLFUo8G2CnmmNLHS.jpg
"O capitão Andries van Hoorn, 1638",Frans Hals,woman,0.4737342298030853,https://assets.masp.org.br/uploads/collection/rNv8meqielngmD2yYtzHTqetKPbCln7F.jpg
"Maria Pietersdochter Olycan, 1638",Frans Hals,woman,0.8987684845924377,https://assets.masp.org.br/uploads/collection/KxfBc9K6fkM9v8j7TfRLDwuOZWb6e88h.jpg
"Retrato de um desconhecido (William Howard, visconde de Stafford [?]), 1638-40",Anthony van Dyck,man,0.49284279346466064,https://assets.masp.org.br/uploads/collection/K9w8fj3PWlB5WxjYTmUnmaA0MPW4U1mS.jpg
"Santa Inês, 1635-42",Francisco Zurbarán (Círculo de),woman,0.7099191546440125,https://assets.masp.org.br/uploads/collection/qasQZfTKDtSjX6U7c6iwUUcEfExtRJmx.jpg
"Cachoeira de Paulo Afonso, 1649",Frans Post,no_people,0.46250098943710327,https://assets.masp.org.br/uploads/collection/edgLzjPF4WT39XD8CgZAq1YUvoOMD7Pf.jpg
"O príncipe Johan Maurits van Nassau-Siegen, Sem data",Jan de Baen (Ateliê),man,0.5989978313446045,https://assets.masp.org.br/uploads/collection/xMkoD4sllUkFWjiU6ZCw6h0xwwK3hMD6.jpg
"Paisagem com tamanduá, circa 1660",Frans Post,no_people,0.6916492581367493,https://assets.masp.org.br/uploads/collection/i6WFEzRMZ4peAd5P4WLY5Rp8U99cKCqZ.jpg
"Paisagem fluvial com balsa transportando animais, circa 1650",Salomon van Ruysdael,no_people,0.4035327434539795,https://assets.masp.org.br/uploads/collection/fyuEauI06hObIEqwJXji4ajkjZiEhytW.jpg
"O arquiduque Alberto VII da Aústria, 1615-32",Peter Paul Rubens,man,0.47622808814048767,https://assets.masp.org.br/uploads/collection/BfvyOTk9TF8qX0LfzpcrFeBfvcuXqNie.jpg
"Marinha, 1951",José Pancetti,no_people,0.7054744958877563,https://assets.masp.org.br/uploads/collection/kzE5x7nav8PPJGGutXxJqD3MC3U4mkQj.jpg
"Paisagem com jiboia, circa 1660",Frans Post,no_people,0.5931558609008789,https://assets.masp.org.br/uploads/collection/lUN6gXqeqMB8OKtYLXEdEQGFG6yV1qOf.jpg
"Paisagem em Pernambuco com casa-grande, 1665",Frans Post,no_people,0.484745591878891,https://assets.masp.org.br/uploads/collection/2cEIdlATDQ8T5Zg6Egs0WHewl8qPNHyN.jpg
"Paisagem pernambucana com rio, 1668",Frans Post,no_people,0.7224254608154297,https://assets.masp.org.br/uploads/collection/npsGBnjtgzBoozpiNrs7Xd4kvoYUVVLM.jpg
"A rainha Tômiris, 1710-20",Giovanni Pellegrini,woman,0.8533030152320862,https://assets.masp.org.br/uploads/collection/x2KoDfWsHPHxhWYFbEyvw55wrSp23UkE.jpg
"A toalete de Vênus, 1710-20",Michele Rocca,many people,0.33622175455093384,https://assets.masp.org.br/uploads/collection/68v5JwkrK87LlHaILymFdrzfB9Vim27J.jpg
"O julgamento de Páris, 1710-20",Michele Rocca,woman,0.37445345520973206,https://assets.masp.org.br/uploads/collection/iBHjle0Gx76tIlfgseRm9OHm3g4zHU33.jpg
"Retrato de noiva com flores (Charlotte Aglaé d'Orléans, chamada mademoiselle de Valois?), circa 1720",Pierre Gobert,woman,0.8517318367958069,https://assets.masp.org.br/uploads/collection/uhmLOiIXMjdICKGRL5rGHLxFspI8xpZk.jpg
"Piquenique durante a caçada, 1723",François Lemoyne,many people,0.52059406042099,https://assets.masp.org.br/uploads/collection/50h81DTdjUqorW7DRr2O24mXScpTf2lk.jpg
"Retrato de Auguste Gabriel Godefroy (Jeune Ecolier qui Joue au Toton), 1741",Jean-Baptiste-Siméon Chardin,woman,0.47873634099960327,https://assets.masp.org.br/uploads/collection/15eImGGKGfx9Ed9uMZKz3GzqMItfbAHC.jpg
"Louise-Henriette de Bourbon-Conti, condessa-duquesa de Orléans, como Hebe, 1745-50",Desconhecido (cópia de Jean-Marc Nattier),woman,0.7741461396217346,https://assets.masp.org.br/uploads/collection/Tdlw2O1YU8xIUHvPanUZ7tfeKkcSFzQr.jpg
"Parque Drinkstone (o bosque de Cornard [?]), 1747",Thomas Gainsborough,no_people,0.46448054909706116,https://assets.masp.org.br/uploads/collection/ryafC31jLC2PGmxhRmyi9r7hAAfDn1m9.jpg
"John Walter (ou Wharton) Tempest, com Cavalo, 1779-80",George Romney,man,0.4314649999141693,https://assets.masp.org.br/uploads/collection/o8FpyRBlSwTmzAXCjYAzkiECMB3a40FX.jpg
"A educação faz tudo, 1775-80",Jean-Honoré Fragonard,woman,0.4409113824367523,https://assets.masp.org.br/uploads/collection/NI7yCAgsqWzBrnNuRE5DQL1jFjnagGSR.jpg
"A continência de Cipião, circa 1750",Francesco Zugno,woman,0.5018559098243713,https://assets.masp.org.br/uploads/collection/feWnYt1ZTZPSga1qdnfuvtDF4qWEZ9PW.jpg
"Reunião num parque, 1719-20",Jean-Baptiste Pater,many people,0.3227846622467041,https://assets.masp.org.br/uploads/collection/lENYI70sFlZxyeUJ7mxuYqgl4ef4K4o8.jpg
"Madame Louise-Elisabeth, duquesa de Parma (madame l´enfante) – A terra, 1750",Jean-Marc Nattier,woman,0.8180422186851501,https://assets.masp.org.br/uploads/collection/cjUVxPEvO87YKt9MnAheHsku9f3zYJSS.jpg
"O poeta abandona o vício pela virtude. Hércules na encruzilhada, 1750",François Boucher,woman,0.5103824734687805,https://assets.masp.org.br/uploads/collection/8i8ZPifMrZ0cfz5mbKjfwmuNXzDov4SA.jpg
"Madame Anne-Henriette de France – O fogo, 1751",Jean-Marc Nattier,woman,0.8243170976638794,https://assets.masp.org.br/uploads/collection/ZgRLJXzT83OGKKYhb8Ms0a3mMUzB9s20.jpg
"Madame Marie-Adélaïde de France – O ar, 1751",Jean-Marc Nattier,woman,0.7224403619766235,https://assets.masp.org.br/uploads/collection/s2QzGH0rgdlYd4PDUJZbd4dAR6cP5zsJ.jpg
"Madame Marie-Louise-Thérèse-Victoire de France – A água, 1751",Jean-Marc Nattier,woman,0.8383631706237793,https://assets.masp.org.br/uploads/collection/pGqPMv1u1sw1v20bHAk4kQiJ9iSsJ0d8.jpg
"O duque de Berry e o conde de Provença quando crianças, 1757",François-Hubert Drouais,woman,0.3792949318885803,https://assets.masp.org.br/uploads/collection/HqPcQ595MTrYWFRiaE2FvZ7aN1ZrdRBZ.jpg
"Elisabeth, Sarah e Edward, filhos de Edward Holden Cruttenden, circa 1763",Joshua Reynolds,no_people,0.43702077865600586,https://assets.masp.org.br/uploads/collection/DlMcK28wtbtQ9km3Ne7oyRRz3ftxqD2p.jpg
"Retrato da senhora John Bolton, circa 1770",Thomas Gainsborough,woman,0.8929963111877441,https://assets.masp.org.br/uploads/collection/tLQa2NLCjkxquLfIdpiFqN6K24eTlIGw.jpg
"Retrato de um membro da Casa Habsburgo-Lorena, 1760-90",Desconhecido (Pintor austríaco),man,0.45133331418037415,https://assets.masp.org.br/uploads/collection/ZwBeIYbDI1AyqrkGBoaQPPm1PWIOto1H.jpg
"Johann Christian Bruch, circa 1771",Desconhecido (Pintor alemão),man,0.3830097019672394,https://assets.masp.org.br/uploads/collection/SomLg3Bz0AHo4nxCb8gLszTW1gYTxeEx.jpg
"Retrato de Elisabeth-Sophie-Constance de Lowendahl, condessa de Turpin de Crissé, 1775-85",Jean-Honoré Fragonard,woman,0.8823666572570801,https://assets.masp.org.br/uploads/collection/xoK0v8m5YencZ3da0rjHTjGsKY3Quh68.jpg
"Retrato de Luís XVI, 1780",Antoine-François Callet,man,0.39480841159820557,https://assets.masp.org.br/uploads/collection/8xIAPNwb9XwGuNDnECqvmbEB2E009mm0.jpg
"Francis Rawdon, primeiro marquês de Hastings e segundo conde de Moira, 1783-84",Thomas Gainsborough,man,0.5118568539619446,https://assets.masp.org.br/uploads/collection/EB8ctT8lblqbDPtaYE52Gw8TqhKPIgD5.jpg
"Retrato de uma dama com livro junto a uma fonte, circa 1785",Antoine Vestier,woman,0.7929425835609436,https://assets.masp.org.br/uploads/collection/SWV3Mk52Fevd29gOhLRi8hiTKY5CuNBc.jpg
"Autorretrato de Leonor de Almeida Portugal de Lorena e Lencastre, 1787-90",Alcipe (Leonor de Almeida Portugal de Lorena e Lencastre),woman,0.880100667476654,https://assets.masp.org.br/uploads/collection/rGNa0QefGARkxAHIyokAq2QAtYGFG3eD.jpg
"Retrato do cardeal don Luis Maria de Borbon y Vallabriga, 1798-1800",Francisco Goya y Lucientes,woman,0.6020286679267883,https://assets.masp.org.br/uploads/collection/Dkipl5aMsQxycSNXa5unjMPwTkE6ZEZ1.jpg
"Retrato da condessa de Casa Flores, 1790-97",Francisco Goya y Lucientes,woman,0.7709736824035645,https://assets.masp.org.br/uploads/collection/tdue53R9lgIIkxSn9QusjcgdJJsMX2mX.jpg
"Retrato de D. Carlota Joaquina, rainha de Portugal, 1802-06",Domingos António de Sequeira,woman,0.8908082842826843,https://assets.masp.org.br/uploads/collection/z3pZ4gmmPWh9z48Lhb0oH236ahauvrIH.jpg
"Retrato de D. João VI, rei de Portugal, 1802-06",Domingos António de Sequeira,man,0.3994997441768646,https://assets.masp.org.br/uploads/collection/DKWtDt6cVuY6ckRZjNYQMWSNmTAGKIoX.jpg
"Os filhos de sir Samuel Fludyer, 1806",Thomas Lawrence,woman,0.5247117877006531,https://assets.masp.org.br/uploads/collection/mTT6MSYOwzOiVG7Tl0xlTq8rH5VaXeYo.jpg
"Retrato de Fernando VII, 1808",Francisco Goya y Lucientes,man,0.578453540802002,https://assets.masp.org.br/uploads/collection/0WWvGkLbEDqWbusq6Fv9FkUhGxHfNdHw.jpg
"General sir William Maxwell, 1810-15",Henry Raeburn,man,0.6038113832473755,https://assets.masp.org.br/uploads/collection/CymsAvDyQig191wx8frGNfO5UrG5tl5z.jpg
"Paisagem da Guanabara, 1818",Thomas Ender,many people,0.36820918321609497,https://assets.masp.org.br/uploads/collection/T2hoYTQDKFACtKcqZOOJZ8Qz3IFYdX8c.jpg
"Johann Carl Friedrich Bruch, 1819",Johann Georg Schlesinger,man,0.4926730990409851,https://assets.masp.org.br/uploads/collection/hlir8ZRFWj71Uomj37AsWFX5QbVCBZdQ.jpg
"Friderike Phillipine Bruch, 1819",Johann Georg Schlesinger,woman,0.8686046004295349,https://assets.masp.org.br/uploads/collection/HOvXkyez0KhihnPPh3Jmufi0EjY41lDx.jpg
"A catedral de Salisbury vista do Jardim do Bispo, 1821-22",John Constable,many people,0.46896806359291077,https://assets.masp.org.br/uploads/collection/VSDfCeAOEgcI1yca4cbjH03G7ehxRJSi.jpg
"Lord Charles Stuart, circa 1825",Desconhecido (Pintor inglês),woman,0.4583645761013031,https://assets.masp.org.br/uploads/collection/UbGE2QxDX8XV5OAQd6N8YYpRLTONEiKk.jpg
"Panorama da Baía de Guanabara, 1825",Maria Graham,no_people,0.5380443334579468,https://assets.masp.org.br/uploads/collection/gB4xveFHkLbxJ0pioGV4iRhJZ8RJrN64.jpg
"A Virgem do véu azul, 1827",Jean-Auguste Dominique Ingres,woman,0.8758867979049683,https://assets.masp.org.br/uploads/collection/hzCPHCFaDerkZ9ohIoVLrlmQk94Y6gmv.jpg
"O castelo de Caernarvon, 1830-35",William Turner,no_people,0.34038251638412476,https://assets.masp.org.br/uploads/collection/dK8RS7monAxiEOq0i8TUwXzljktQCQdR.jpg
"Cristo abençoador, 1834",Jean-Auguste Dominique Ingres,man,0.5258118510246277,https://assets.masp.org.br/uploads/collection/uwMHtnF1115h2AdDeNRI92ObpRjnS2vR.jpg
"Jovem de ombro nu, circa 1835",Jean-Baptiste Camille Corot,woman,0.861228883266449,https://assets.masp.org.br/uploads/collection/yABr3pQVa3oBNs94D4Q9NEwNdxXCD0lo.jpg
"Laurent-Denis Sennegon, 1842",Jean-Baptiste Camille Corot,man,0.4064945578575134,https://assets.masp.org.br/uploads/collection/f3cvXT86lg1ooToBNBHhR6adc43MJHlU.jpg
"Zélie Courbet, 1847",Gustave Courbet,woman,0.8604418635368347,https://assets.masp.org.br/uploads/collection/KwoDHyLZd90Oz2bX29B4KHbK9b7xIgYl.jpg
"Interior com menina que lê, 1876-86",Henrique Bernardelli,woman,0.7138491272926331,https://assets.masp.org.br/uploads/collection/05ZDs0RHshgtvjdk8oWMN490rqk1JM0c.jpg
"Paisagem de Ouro Preto, 1876-86",Henrique Bernardelli,many people,0.3382870554924011,https://assets.masp.org.br/uploads/collection/9v8ldZU8qImMFKDLt1HzMJ8sZ1tBoc1e.jpg
"A primavera – Eurídice colhendo flores é mordida por uma cobra (A morte de Eurídice) – As quatro estações de Hartmann, 1856-63",Eugène Delacroix,woman,0.3070126175880432,https://assets.masp.org.br/uploads/collection/nn45P7nsfKLHw7h2lW3toBAsGu65BY9N.jpg
"O verão – Diana surpreendida por Acteão, 1856-63",Eugène Delacroix,man,0.3405601382255554,https://assets.masp.org.br/uploads/collection/X7Txi51C5N5gPEiUmlxI8adzCDyFwpS3.jpg
"O outono – Baco e Ariadne, 1856-63",Eugène Delacroix,man,0.5783779621124268,https://assets.masp.org.br/uploads/collection/OB0luosge285trbUedkJjtRy2ainu6Tp.jpg
"O inverno – Juno implora a Eolo a destruição da frota de Ulisses, 1856-63",Eugène Delacroix,woman,0.4789167046546936,https://assets.masp.org.br/uploads/collection/03pThEYpokTdsOfrWF1kBUP51g51JlD8.jpg
"Ponta da Armação em Niterói, 1819-20",Henry Chamberlain,no_people,0.49136587977409363,https://assets.masp.org.br/uploads/collection/sQAqT7Gwtsuu0szSQ3hUEmQZZ4q91mDM.jpg
"A ponta do calabouço, 1819-20",Henry Chamberlain,no_people,0.350824236869812,https://assets.masp.org.br/uploads/collection/yoOlUFHYVDDPlFojofoeL8z8WSvNm4rz.jpg
"Retrato de don Juan Antonio Llorente, 1809-13",Francisco Goya y Lucientes,woman,0.5777294039726257,https://assets.masp.org.br/uploads/collection/1PNjFNpxm5x7DR686kdwWMb73KTxId6M.jpg
"Busto masculino, Sem data",José Ferraz de Almeida Júnior,man,0.5611834526062012,https://assets.masp.org.br/uploads/collection/VQNG8nswBmyplI1TxPjzDjTpBsdl1LVL.jpg
"Moça com livro, Sem data",José Ferraz de Almeida Júnior,woman,0.751181960105896,https://assets.masp.org.br/uploads/collection/VdH9dEHYuTjJhvWeS6j6WrbBcZoyLlZU.jpg
"Cachoeira de Paulo Afonso, 1850",E. F. Schute,no_people,0.4923180937767029,https://assets.masp.org.br/uploads/collection/zDGhuLdR08PJk3lgsVGUiSXlk0Y61lnR.jpg
"Angélica acorrentada, 1859",Jean-Auguste Dominique Ingres,woman,0.8327754735946655,https://assets.masp.org.br/uploads/collection/f1wjKvB0nPGRv7w99ZWBBL4h0QpRD6Ks.jpg
"Paisagem com camponesa, 1861",Jean-Baptiste Camille Corot,no_people,0.5439306497573853,https://assets.masp.org.br/uploads/collection/EAxuj8egGJF5UyKYMptP6QtWjuaIJ2S3.jpg
"Natureza-Morta com macaco e violão (arte e gulodice), 1864",Antoine Vollon,woman,0.38381505012512207,https://assets.masp.org.br/uploads/collection/jK84FFyeLDD3rApLtRro1OHLgfoy86wH.jpg
"Dom Pedro II, 1864",Victor Meirelles,man,0.6977317333221436,https://assets.masp.org.br/uploads/collection/dxSDvkFF9SKQ2xLaPFRCpHb6a0Nj5LEy.jpg
"Dona Tereza Cristina, 1864",Victor Meirelles,woman,0.7618804574012756,https://assets.masp.org.br/uploads/collection/h0wZeZaDL8LG2fZfjldHpHJXiPFbz0NL.jpg
"Paisagem nos arredores do Rio de Janeiro, 1864",Henri Nicolas Vinet,no_people,0.4858056306838989,https://assets.masp.org.br/uploads/collection/PteRTtMfjPVTuJkLylfgwbavrVbryzol.jpg
"Moema, 1866",Victor Meirelles,woman,0.5818017721176147,https://assets.masp.org.br/uploads/collection/ZudIWmwhUBTWRCgR2oFleorjoKBSSqlm.jpg
"O pintor Le Coeur caçando na floresta de Fontainebleau, 1866",Pierre-Auguste Renoir,man,0.29954400658607483,https://assets.masp.org.br/uploads/collection/XbIIQayjDgweOisp2kCmIwtBc1y5d3uq.jpg
"Cipião, 1866-68",Paul Cézanne,man,0.4340396523475647,https://assets.masp.org.br/uploads/collection/6XXPZZLFLxLVTcizsNDCSTgLpTuJj9zl.jpg
"Vista de Desterro (Florianópolis), 1867",Joseph Bruggemann,no_people,0.43730640411376953,https://assets.masp.org.br/uploads/collection/IqcdlhdSnsgysgdtsvor4dkDABY7eSak.jpg
"Paul Alexis lê um manuscrito a Zola, 1869-70",Paul Cézanne,no_people,0.4505198895931244,https://assets.masp.org.br/uploads/collection/fmuqS4qjYbDIxRFoAn9BGFIG5d1ykaTx.jpg
"Enseada do Botafogo, 1869",Nicolau Facchinetti,no_people,0.3679114580154419,https://assets.masp.org.br/uploads/collection/7NJ8ROX5bHyjUsrSrksg6VBXOUCAAkw7.jpg
"A banhista e o cão griffon – Lise à beira do Sena, 1870",Pierre-Auguste Renoir,woman,0.8860992789268494,https://assets.masp.org.br/uploads/collection/fojdfnUturAb1LZITDt4U9ophEc0EfMM.jpg
"A amazona – Retrato de Marie Lefébure, 1870-75",Édouard Manet,woman,0.7651466727256775,https://assets.masp.org.br/uploads/collection/Wu4AI4PpPlaUvVlSkr8OfbVgrurKh71g.jpg
"Juliette Courbet, 1873-74",Gustave Courbet,woman,0.8942434191703796,https://assets.masp.org.br/uploads/collection/tAKXXJdBjyY8vHzNt7BT32KnIWn6erYD.jpg
"O Dr. José Maria Chaves, 1873",Victor Meirelles,man,0.49448326230049133,https://assets.masp.org.br/uploads/collection/4yUgwlmlguLsb5NrIXLNoaronrkaHKbn.jpg
"Cigana com bandolim, 1874",Jean-Baptiste Camille Corot,woman,0.7918480634689331,https://assets.masp.org.br/uploads/collection/K6CuWOsSHE0wupZljBk8SHDDumYrqXzK.jpg
"Rosas num copo, 1874",Jean-Baptiste Camille Corot,woman,0.5033536553382874,https://assets.masp.org.br/uploads/collection/rfODECRwxHhv3Vxi09fE1vfHOUFasErK.jpg
"Monge capuchinho, 1874",José Ferraz de Almeida Júnior,man,0.5469793677330017,https://assets.masp.org.br/uploads/collection/5Ze7gaJsw9gknoVKjdhxTjAJV6ZpztZo.jpg
"Banhistas no Sena – Academia, 1874-76",Édouard Manet,woman,0.782550573348999,https://assets.masp.org.br/uploads/collection/JCZTh9PUcG5YQz3hbZH6QxPvRMR1QrMv.jpg
"O artista – Retrato de Marcellin Desboutin, 1875",Édouard Manet,man,0.6498519778251648,https://assets.masp.org.br/uploads/collection/0MvH3Yuq7FxapqT353gcxvfD6nPdq8OV.jpg
"Dama sorrindo (retrato de Alphonsine Fournaise), 1875",Pierre-Auguste Renoir,woman,0.8847861289978027,https://assets.masp.org.br/uploads/collection/RihgDBtCWn5lCHmr8fXXk0sE3TlJ7feF.jpg
"Oficiais alemães prestam homenagem a prisioneiros franceses feridos, 1876",Jean Baptiste Édouard Detaille,many people,0.5471965074539185,https://assets.masp.org.br/uploads/collection/8nTj0kDM0baYjWTpukQAp4xDvcmAQBUA.jpg
"Retrato da condessa de Pourtalès, 1877",Pierre-Auguste Renoir,woman,0.8748130798339844,https://assets.masp.org.br/uploads/collection/6vaw3jz41cc8gWW7hM5R1cCfAsxXYqaA.jpg
"Rochedos em L’Estaque, 1882-85",Paul Cézanne,no_people,0.4264109134674072,https://assets.masp.org.br/uploads/collection/nE7KGEYqB6F4YFeHSogyBcQkw6OCa58I.jpg
"Retrato de Marthe Bérard, 1879",Pierre-Auguste Renoir,woman,0.7780008912086487,https://assets.masp.org.br/uploads/collection/H1S38lwcS3HW0HiX9QGl8wNlzyBCSsED.jpg
"A condessa Adèle de Toulouse-Lautrec, 1880-82",Henri de Toulouse-Lautrec,woman,0.660832405090332,https://assets.masp.org.br/uploads/collection/x8f5QGPJ48OqU4LiuwYsjv4y9Z8USQK9.jpg
"O senhor Eugène Pertuiset, caçador de leões, 1881",Édouard Manet,man,0.5869438648223877,https://assets.masp.org.br/uploads/collection/15oC8GgvqypLh6Zi65hc0FN6zybPDBsA.jpg
